system:index,NDSI,NDVI,NDWI,label,subregion,.geo
1_00000000000000000000_0,-0.21266112,0.16867618,-0.18204926,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000001_0,-0.13939752,0.1303187,-0.1463779,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000002_0,-0.1629668,0.20933603,-0.21671833,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000003_0,-0.16935933,0.21812917,-0.21936572,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000004_0,-0.17409779,0.23711456,-0.2508725,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000005_0,-0.14528787,0.29864496,-0.27927175,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000006_0,-0.15807505,0.21986987,-0.22021249,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000007_0,-0.16661184,0.1890089,-0.19782692,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000008_0,-0.1867255,0.19504304,-0.21460888,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000009_0,-0.14248103,0.1725539,-0.1788006,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000a_0,-0.18956876,0.29336205,-0.28496814,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000b_0,-0.24809454,0.107298955,-0.15280622,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000c_0,-0.25040925,0.104302466,-0.13568525,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000d_0,-0.1733526,0.18858437,-0.20040649,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000e_0,-0.17787695,0.09712361,-0.14355683,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000f_0,-0.08809098,0.13758676,-0.1309543,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000010_0,-0.24788898,0.143237,-0.17720473,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000011_0,-0.005798236,0.04486359,-0.024829213,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000012_0,-0.26186532,0.14702311,-0.18678989,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000013_0,-0.25421274,0.16903049,-0.20893425,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000014_0,0.006005752,0.06982062,-0.06271703,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000015_0,-0.18111663,0.19440745,-0.20863833,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000016_0,-0.26154593,0.14428169,-0.18132222,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000017_0,-0.24629506,0.13196753,-0.17094441,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000018_0,-0.13750722,0.20069578,-0.1977211,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000019_0,-0.14983495,0.17437406,-0.18040894,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000001a_0,-0.2259681,0.2851594,-0.28250706,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000001b_0,-0.18985565,0.19270042,-0.19852915,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000001c_0,-0.24853256,0.13521627,-0.1689159,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000001d_0,-0.20651014,0.16863047,-0.19343282,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000001e_0,-0.1973924,0.27369258,-0.29093271,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000001f_0,-0.146666,0.09822694,-0.11050111,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000020_0,-0.2080553,0.19464608,-0.23924127,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000021_0,-0.24703942,0.17523319,-0.20109627,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000022_0,-0.10514188,0.16095081,-0.15813626,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000023_0,-0.23243868,0.15272029,-0.18082803,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000024_0,-0.17822875,0.2219647,-0.22948048,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000025_0,-0.23199117,0.10437698,-0.14616284,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000026_0,-0.19325924,0.22164471,-0.2483911,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000027_0,-0.10699961,0.11984419,-0.12862308,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000028_0,-0.15946718,0.20844108,-0.20766373,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000029_0,-0.14667085,0.2065602,-0.20161556,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000002a_0,-0.13557853,0.21566327,-0.20859984,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000002b_0,-0.20166564,0.15570706,-0.18004711,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000002c_0,-0.25197336,0.11823776,-0.14182647,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000002d_0,-0.22808513,0.17674322,-0.20231472,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000002e_0,-0.25636622,0.1770596,-0.20877655,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000002f_0,-0.07675991,0.073483676,-0.05160929,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000030_0,-0.100367025,0.1902522,-0.18440379,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000031_0,-0.20483649,0.108273365,-0.14902772,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000032_0,-0.24657834,0.15010443,-0.18908946,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000033_0,-0.16930883,0.2650177,-0.26178384,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000034_0,-0.19737136,0.176782,-0.18463062,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000035_0,-0.23241341,0.14481111,-0.17095594,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000036_0,-0.2402485,0.14679028,-0.17006198,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000037_0,-0.25190264,0.11030682,-0.13742268,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000038_0,-0.2516465,0.22973044,-0.25989664,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000039_0,-0.25957632,0.24567619,-0.26253808,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003a_0,-0.17810039,0.19644248,-0.2201626,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003b_0,-0.22837679,0.15347102,-0.19279507,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003c_0,-0.17768091,0.15392497,-0.17036168,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003d_0,-0.2541691,0.12024138,-0.15550731,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003e_0,-0.25976515,0.12542197,-0.15821745,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000003f_0,-0.052498356,0.080362394,-0.08867407,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000040_0,-0.13922025,0.18450232,-0.18852843,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000041_0,-0.22831143,0.11395805,-0.14710033,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000042_0,-0.13910271,0.23140189,-0.22551906,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000043_0,-0.15120488,0.2358119,-0.22521995,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000044_0,-0.22219908,0.0993754,-0.134648,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000045_0,-0.17012137,0.20023127,-0.20157237,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000046_0,-0.13680857,0.20169494,-0.20498082,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000047_0,-0.23633742,0.11277401,-0.15086485,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000048_0,-0.10137277,0.14672536,-0.14746653,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000049_0,-0.222301,0.16143745,-0.20349646,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000004a_0,-0.22839656,0.17022714,-0.20893836,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000004b_0,-0.15860227,0.17125534,-0.17123035,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000004c_0,-0.23246957,0.16059424,-0.20314854,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000004d_0,-0.19121912,0.113965884,-0.14075004,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000004e_0,-0.22448374,0.14756483,-0.1785886,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000004f_0,-0.09541605,0.16867033,-0.1632981,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000050_0,-0.23017183,0.21532035,-0.23664013,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000051_0,-0.22047535,0.15525039,-0.17661703,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000052_0,-0.15089966,0.09679554,-0.100846864,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000053_0,-0.07425303,0.18269998,-0.16895154,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000054_0,-0.20098232,0.09421718,-0.16058908,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000055_0,-0.06664641,0.16967145,-0.16241571,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000056_0,-0.14546283,0.21637112,-0.20774564,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000057_0,-0.022443814,0.13710171,-0.09207992,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000058_0,-0.22277918,0.2198789,-0.24812235,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000059_0,-0.22080524,0.27689576,-0.27044916,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000005a_0,-0.09192557,0.19227949,-0.18474504,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000005b_0,-0.20092385,0.29585373,-0.28798214,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000005c_0,-0.16144456,0.18872379,-0.1928176,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000005d_0,-0.15494663,0.2767067,-0.27050564,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000005e_0,-0.13610637,0.20207724,-0.19969042,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000005f_0,-0.19950475,0.17215146,-0.18652882,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000060_0,-0.21497424,0.1531141,-0.19754061,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000061_0,-0.14359277,0.2285402,-0.2268135,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000062_0,-0.2261238,0.19353318,-0.2273645,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000063_0,-0.24869256,0.17647752,-0.2041506,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000064_0,-0.2554799,0.17643219,-0.20245737,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000065_0,-0.1771653,0.031525157,-0.075882055,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000066_0,-0.22487733,0.1076117,-0.147696,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000067_0,-0.26413283,0.13773008,-0.16474724,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000068_0,-0.10989638,0.22000651,-0.21552955,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000069_0,-0.09088017,0.2171945,-0.21414955,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000006a_0,-0.22279665,0.16410293,-0.20410247,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000006b_0,-0.20147456,0.1833102,-0.19884078,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000006c_0,-0.113920994,0.19490698,-0.19166933,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000006d_0,-0.22214364,0.2205189,-0.22907622,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000006e_0,-0.14433537,0.2155232,-0.21535933,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000006f_0,-0.07239087,0.0793684,-0.10243975,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000070_0,-0.169814,0.3744788,-0.3514828,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000071_0,-0.26467097,0.19835426,-0.23250128,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000072_0,-0.078339525,0.19413415,-0.17270571,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000073_0,-0.20494543,0.2229417,-0.22851439,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000074_0,-0.1861112,0.15497248,-0.17356442,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000075_0,-0.24021515,0.10259891,-0.15141098,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000076_0,-0.16803819,0.14614704,-0.16590628,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000077_0,-0.25586984,0.11813328,-0.14930318,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000078_0,-0.24578637,0.12867758,-0.15227301,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000079_0,-0.24417657,0.10964308,-0.15397716,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000007a_0,-0.20163639,0.20627715,-0.21867663,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000007b_0,-0.18385541,0.10872349,-0.13494475,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000007c_0,-0.056662504,0.122360595,-0.1089672,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000007d_0,-0.08206396,0.17304538,-0.17188896,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000007e_0,-0.2579879,0.25676963,-0.2687924,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000007f_0,-0.121814504,0.22128317,-0.21491839,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000080_0,-0.18967341,0.09803219,-0.13195913,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000081_0,-0.18929423,0.21271898,-0.22512758,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000082_0,-0.16862896,0.15450127,-0.15780343,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000083_0,-0.18163913,0.15947647,-0.1689168,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000084_0,-0.2244927,0.12568134,-0.17876953,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000085_0,-0.19735742,0.15335754,-0.17662011,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000086_0,-0.11579211,0.22764125,-0.21611683,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000087_0,-0.21474664,0.18430048,-0.20730585,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000088_0,-0.23086938,0.1505505,-0.17779094,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000089_0,-0.1298768,0.21565387,-0.20952925,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008a_0,-0.25165844,0.18746527,-0.20677029,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008b_0,-0.060393568,0.043477286,-0.083124876,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008c_0,-0.040436555,0.14233592,-0.1320103,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008d_0,-0.17469661,0.3222614,-0.31617504,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008e_0,-0.16597518,0.1983775,-0.2059057,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000008f_0,-0.11549616,0.23356904,-0.23108537,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000090_0,-0.098594196,0.1707325,-0.17045622,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000091_0,-0.19681503,0.15348266,-0.17394516,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000092_0,-0.1511082,0.19060837,-0.19793573,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000093_0,-0.16728914,0.14192638,-0.15452164,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000094_0,-0.24398133,0.1394278,-0.17104726,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000095_0,-0.14675486,0.1960913,-0.19829865,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000096_0,-0.23662472,0.14609641,-0.174853,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000097_0,-0.20124595,0.22419274,-0.24434511,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000098_0,-0.2390959,0.28046978,-0.29445967,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000099_0,-0.12233294,0.19488871,-0.19378339,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009a_0,-0.03443509,0.021301836,-0.0098904725,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009b_0,-0.22556841,0.25551814,-0.25620878,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009c_0,-0.20833334,0.17405845,-0.19415356,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009d_0,-0.10332814,0.09822845,-0.1277602,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009e_0,-0.14680788,0.18566161,-0.18555896,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000009f_0,-0.22868541,0.1160747,-0.14160845,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a0_0,-0.03662446,0.13764265,-0.13052541,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a1_0,-0.106755994,0.17770363,-0.17749341,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a2_0,-0.1447171,0.21730348,-0.22171994,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a3_0,-0.19339575,0.24468666,-0.25586697,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a4_0,-0.20477028,0.11821374,-0.15327363,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a5_0,-0.15969194,0.26956233,-0.2569061,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a6_0,-0.23281321,0.16272037,-0.19225976,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a7_0,-0.2402345,0.16826811,-0.19760184,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a8_0,-0.18941475,0.16850294,-0.18305014,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000a9_0,-0.2615909,0.10323019,-0.13888286,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000aa_0,-0.23602973,0.24926516,-0.25481325,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000ab_0,-0.110801086,0.1046455,-0.12640643,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000ac_0,-0.23980962,0.1529199,-0.18227495,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000ad_0,-0.25457886,0.09096819,-0.15465422,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000ae_0,-0.033091675,0.0996581,-0.094364256,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000af_0,-0.23271495,0.18850513,-0.20804772,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b0_0,-0.2130162,0.12164632,-0.15667272,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b1_0,-0.212376,0.24350949,-0.24979982,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b2_0,-0.26583427,0.13307053,-0.1769101,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b3_0,-0.24579577,0.2595196,-0.26789096,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b4_0,-0.07574579,0.19375508,-0.19340852,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b5_0,-0.21505602,0.20256224,-0.23219469,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b6_0,-0.21298249,0.23465839,-0.24105419,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b7_0,-0.2322796,0.12613328,-0.17086846,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b8_0,-0.13074295,0.17665078,-0.16702141,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b9_0,-0.20319527,0.2711321,-0.2769057,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000ba_0,-0.12610313,0.17446053,-0.16968787,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000bb_0,-0.24033384,0.13429704,-0.16453876,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000bc_0,-0.24812241,0.18325008,-0.21152984,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000bd_0,-0.16985828,0.14639199,-0.18106596,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000be_0,-0.24043585,0.22338876,-0.2528647,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000bf_0,-0.12761213,0.17333226,-0.17212753,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000c0_0,-0.2350227,0.16093133,-0.20785314,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000c1_0,-0.23017082,0.25541934,-0.25989443,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000c2_0,-0.18571596,0.1491603,-0.17287341,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000c3_0,-0.104260884,0.18825296,-0.17997892,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000c4_0,-0.16905345,0.1855941,-0.19019537,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000c5_0,-0.2148476,0.114998624,-0.15032159,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000c6_0,-0.16135177,0.1664641,-0.17461134,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000c7_0,-0.103250384,0.053082034,-0.08550138,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000c8_0,-0.22492059,0.16322713,-0.19296785,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
