system:index,NDSI,NDVI,NDWI,label,subregion,.geo
1_000000000000000005c1_0,-0.24786489,0.10989031,-0.1547221,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005c2_0,-0.11308677,0.19530852,-0.18924677,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005c3_0,-0.1423766,0.2731876,-0.26031753,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005c4_0,-0.14700156,0.08414506,-0.122994564,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005c5_0,-0.10359293,0.18480901,-0.18054208,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005c6_0,-0.25372052,0.1266115,-0.16631351,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005c7_0,-0.1582276,0.24346259,-0.23973969,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005c8_0,-0.21284701,0.10591975,-0.13489507,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005c9_0,-0.103854425,0.1812494,-0.17618297,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ca_0,-0.24846266,0.23005696,-0.26120847,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005cb_0,-0.18956254,0.12056343,-0.16656253,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005cc_0,-0.1784309,0.2875192,-0.27398226,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005cd_0,-0.16774608,0.11008035,-0.14932604,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ce_0,-0.22050007,0.10495028,-0.15509476,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005cf_0,-0.19221841,0.14011139,-0.15893835,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d0_0,-0.10427114,0.20805648,-0.19660753,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d1_0,-0.082446635,0.14939673,-0.14105415,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d2_0,-0.22485311,0.15017681,-0.1844089,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d3_0,-0.21688902,0.088259526,-0.13526936,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d4_0,-0.25288954,0.22522976,-0.24954616,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d5_0,-0.21516314,0.16745152,-0.17888542,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d6_0,-0.08611005,0.1648639,-0.16046016,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d7_0,-0.20494674,0.14300245,-0.15824905,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d8_0,-0.17027585,0.19976608,-0.2076009,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005d9_0,-0.19782725,0.22727457,-0.22942024,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005da_0,-0.15795639,0.1417626,-0.15527435,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005db_0,-0.1033226,0.20201942,-0.19979864,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005dc_0,-0.17329188,0.2748162,-0.26674724,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005dd_0,-0.19691257,0.17359369,-0.19610594,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005de_0,-0.2788995,0.13175179,-0.18261454,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005df_0,-0.20899916,0.15679692,-0.17177399,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e0_0,-0.247818,0.20511654,-0.23248444,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e1_0,-0.21499793,0.14055425,-0.16909796,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e2_0,-0.20542556,0.08863136,-0.1364954,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e3_0,-0.17002082,0.09136952,-0.14316683,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e4_0,-0.24413617,0.1082413,-0.14807157,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e5_0,-0.1625131,0.10986818,-0.13686256,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e6_0,-0.18874003,0.119920924,-0.15929976,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e7_0,-0.21295811,0.09123916,-0.13977829,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e8_0,-0.239891,0.15758908,-0.18467773,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005e9_0,-0.26792678,0.16011986,-0.19173802,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ea_0,-0.15907499,0.18857226,-0.20189133,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005eb_0,-0.0918398,0.24024168,-0.22861558,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ec_0,-0.20113881,0.15933031,-0.18259457,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ed_0,-0.19324729,0.2734678,-0.25444728,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ee_0,-0.24816531,0.1771943,-0.21793382,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ef_0,-0.2091947,0.09031735,-0.14384127,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005f0_0,-0.16989869,0.15390413,-0.16026966,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005f1_0,-0.2524827,0.122413985,-0.1613622,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005f2_0,-0.20139988,0.1319277,-0.14083457,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005f3_0,-0.10879009,0.18116336,-0.16487423,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005f4_0,-0.05345764,0.1477198,-0.14158607,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005f5_0,-0.1829505,0.16498077,-0.18110418,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005f6_0,-0.06369237,0.1314963,-0.12777528,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005f7_0,-0.1035035,0.18828158,-0.18443805,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005f8_0,-0.2248763,0.16522145,-0.18640864,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005f9_0,-0.27961573,0.17484853,-0.2020202,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005fa_0,-0.10300596,0.11790817,-0.109805964,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005fb_0,-0.24083358,0.24571197,-0.25172555,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005fc_0,-0.26376522,0.10026431,-0.17085677,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005fd_0,-0.21295905,0.12440819,-0.17496236,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005fe_0,-0.19765308,0.2574885,-0.25901422,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ff_0,-0.23962033,0.12431507,-0.15529531,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000600_0,-0.18527725,0.20825043,-0.21978343,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000601_0,-0.123279095,0.19252527,-0.19015336,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000602_0,-0.24793252,0.17815028,-0.21234447,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000603_0,-0.24392386,0.23046005,-0.24944091,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000604_0,-0.07646989,0.19210094,-0.1786207,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000605_0,-0.20106561,0.11438068,-0.14949068,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000606_0,-0.07202986,0.17136635,-0.16539696,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000607_0,-0.20944992,0.20990084,-0.23294014,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000608_0,-0.049843334,0.14571674,-0.13193262,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000609_0,-0.08359007,0.1987127,-0.17444034,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000060a_0,-0.1629039,0.17436959,-0.17652091,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000060b_0,-0.18953094,0.14185664,-0.16345021,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000060c_0,-0.18943374,0.21627845,-0.23975974,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000060d_0,-0.064674705,0.17269853,-0.15386261,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000060e_0,-0.14292565,0.35830334,-0.33894795,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000060f_0,-0.16562122,0.19291042,-0.19403201,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000610_0,-0.2284618,0.25743634,-0.26616195,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000611_0,-0.2207862,0.16305947,-0.19418845,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000612_0,-0.256097,0.18453419,-0.22749452,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000613_0,-0.2357659,0.22094463,-0.24140829,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000614_0,-0.0664595,0.21654832,-0.20521173,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000615_0,-0.22484377,0.10778043,-0.15729642,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000616_0,-0.20808622,0.15670276,-0.17544939,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000617_0,-0.23111303,0.2022053,-0.2260233,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000618_0,-0.17434897,0.21490046,-0.20739268,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000619_0,-0.24816978,0.113689445,-0.14144534,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000061a_0,-0.2559551,0.13521664,-0.16944636,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000061b_0,-0.23565319,0.1295884,-0.16709043,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000061c_0,-0.21304388,0.112310946,-0.14539486,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000061d_0,-0.21814844,0.1457951,-0.19019775,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000061e_0,-0.2239828,0.2057588,-0.22774826,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000061f_0,-0.2618071,0.1807604,-0.20886238,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000620_0,-0.23600215,0.15852548,-0.2039716,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000621_0,-0.22321752,0.14146474,-0.17066261,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000622_0,-0.2478264,0.15034035,-0.17505296,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000623_0,-0.25196844,0.14129329,-0.1749888,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000624_0,-0.13212521,0.17154737,-0.1845232,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000625_0,-0.207783,0.11473366,-0.15680382,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000626_0,-0.20439412,0.15395759,-0.18006189,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000627_0,-0.19759688,0.17069837,-0.18678816,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000628_0,-0.22241922,0.19785559,-0.22129346,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000629_0,-0.21648662,0.19406152,-0.2126754,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000062a_0,-0.22834127,0.089700036,-0.123818226,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000062b_0,-0.2485956,0.11224247,-0.14100139,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000062c_0,-0.16307142,0.16615923,-0.1735791,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000062d_0,-0.259739,0.12341857,-0.16615912,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000062e_0,-0.23223779,0.13943435,-0.17130066,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000062f_0,-0.2620676,0.11619552,-0.17071006,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000630_0,-0.24339786,0.18632372,-0.22184521,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000631_0,-0.19436307,0.1701552,-0.19864346,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000632_0,-0.14703499,0.23487245,-0.23778787,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000633_0,-0.18483153,0.23142412,-0.23373856,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000634_0,-0.1198053,0.21649587,-0.21280779,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000635_0,-0.2210844,0.118473426,-0.13921557,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000636_0,-0.24829677,0.21134296,-0.23470737,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000637_0,-0.21662767,0.10497873,-0.14731576,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000638_0,-0.19608629,0.14012188,-0.16024163,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000639_0,-0.26773602,0.11032655,-0.16673882,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000063a_0,-0.09708671,0.24439834,-0.23429827,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000063b_0,-0.07079739,0.14577499,-0.13933896,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000063c_0,-0.25262135,0.13293217,-0.16355386,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000063d_0,-0.198555,0.17435728,-0.20743223,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000063e_0,-0.20486355,0.14895785,-0.17292318,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000063f_0,-0.21638483,0.2096525,-0.21575892,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000640_0,-0.12968275,0.17493214,-0.18082057,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000641_0,-0.19299947,0.18968445,-0.1995828,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000642_0,-0.19269966,0.21745348,-0.231744,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000643_0,-0.18526487,0.24583976,-0.25395387,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000644_0,-0.09754211,0.1707953,-0.19064619,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000645_0,-0.17288055,0.22308542,-0.22939284,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000646_0,-0.20894615,0.20185824,-0.2236437,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000647_0,-0.22813843,0.19206667,-0.2260027,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000648_0,-0.11486381,0.17117533,-0.17438832,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000649_0,-0.24010979,0.2148891,-0.24982415,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000064a_0,-0.21696903,0.19693886,-0.23464087,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000064b_0,-0.19381972,0.16129306,-0.19040157,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000064c_0,-0.1542943,0.23516181,-0.22974665,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000064d_0,-0.11531385,0.21202978,-0.20509693,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000064e_0,-0.19297738,0.24011022,-0.25896186,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000064f_0,-0.16951276,0.21172263,-0.21933757,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000650_0,-0.13707884,0.1986733,-0.19864358,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000651_0,-0.23174797,0.23226914,-0.2410407,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000652_0,-0.15411709,0.18273707,-0.18639666,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000654_0,-0.10492122,0.25409928,-0.23790953,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000655_0,-0.2601641,0.11206923,-0.15142812,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000656_0,-0.22442427,0.25745577,-0.26426092,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000657_0,-0.10321322,0.1770797,-0.17043744,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000658_0,-0.23770599,0.20985965,-0.22150308,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000659_0,-0.25726545,0.16667125,-0.19706959,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000065a_0,-0.24050029,0.13172987,-0.16290185,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000065c_0,-0.17504631,0.2475347,-0.2520037,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000065d_0,-0.20081057,0.15573221,-0.1772355,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000065e_0,-0.076882884,0.16107726,-0.14529532,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000065f_0,-0.2337035,0.16238785,-0.19171421,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000660_0,-0.05343252,0.16944271,-0.16509281,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000661_0,-0.21492577,0.14542784,-0.17488295,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000662_0,-0.213103,0.10666336,-0.1359552,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000663_0,-0.15205923,0.20907308,-0.20534687,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000664_0,-0.20085642,0.13318808,-0.16823493,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000665_0,-0.24796338,0.14149825,-0.16897534,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000666_0,-0.065172575,0.20240732,-0.19046201,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000667_0,0.0068499916,0.1524487,-0.13592498,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000668_0,-0.23036742,0.15591677,-0.17646144,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000669_0,-0.11538365,0.21876031,-0.21949804,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000066a_0,-0.19138174,0.22809397,-0.23221481,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000066b_0,-0.2207249,0.15869322,-0.17813256,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000066c_0,-0.23804267,0.18096714,-0.22388007,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000066d_0,-0.086878374,0.18580028,-0.18265532,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000066e_0,-0.20521568,0.16658741,-0.19061348,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000066f_0,-0.19142537,0.09217171,-0.1389845,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000670_0,-0.16957146,0.21998367,-0.21868883,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000671_0,-0.18522939,0.14698339,-0.19030228,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000672_0,-0.22439224,0.30596066,-0.29398414,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000673_0,-0.22875974,0.19258498,-0.21968664,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000674_0,-0.26975286,0.17420575,-0.21076185,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000675_0,-0.07034746,0.20713085,-0.1905458,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000676_0,-0.25166905,0.18070064,-0.20658456,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000677_0,-0.2481515,0.14248626,-0.1963812,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000678_0,-0.20452785,0.15726869,-0.16847956,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000679_0,-0.19347008,0.14738375,-0.16121806,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000067a_0,-0.17442642,0.13994128,-0.15712096,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000067b_0,-0.17530334,0.26446813,-0.25726277,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000067c_0,-0.14903627,0.15786108,-0.16841055,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000067d_0,-0.22918624,0.107729055,-0.14729418,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000067e_0,-0.16636133,0.18545267,-0.19081336,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000067f_0,-0.096314654,0.2081045,-0.20184922,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000680_0,-0.17309424,0.19793169,-0.2072442,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000681_0,-0.22228406,0.16425878,-0.19613339,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000682_0,-0.13886054,0.18976565,-0.18450674,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000683_0,-0.24050565,0.2644094,-0.29063204,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000684_0,-0.11614451,0.24763793,-0.23577072,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000685_0,-0.16168888,0.19230081,-0.20034195,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000686_0,-0.18314396,0.27980125,-0.26795638,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000687_0,-0.20063397,0.11626291,-0.15132768,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000688_0,-0.22066148,0.23229824,-0.24138133,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000689_0,-0.25302738,0.16164917,-0.19392791,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000068a_0,-0.06925698,0.1933013,-0.18187626,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000068b_0,-0.2618023,0.15327269,-0.20537424,0,Southern Rockies,"{""type"":""MultiPoint"",""coordinates"":[]}"
